DATA,Marca,APRESENTACAO,EAN,MDTR_UND,CPV_UND
2024-12-01,SUNZOR (A4H),SUNZOR CAL 2.000 UI COMR BLX30,7896658048654,13472,679
2024-11-01,SUNZOR (A4H),SUNZOR CAL 2.000 UI COMR BLX30,7896658048654,12320,632
2024-07-01,SUNZOR (A4H),SUNZOR CAL 2.000 UI COMR BLX30,7896658048654,5231,11
2024-05-01,SUNZOR (A4H),SUNZOR CAL 2.000 UI COMR BLX30,7896658048654,1603,0
2024-04-01,SUNZOR (A4H),SUNZOR CAL 2.000 UI COMR BLX30,7896658048654,187,0
2024-08-01,DORMAVIX (A4H),DORMAVIX 250MG CAP FRX60,7896658020988,7913,3635
2024-07-01,DORMAVIX (A4H),DORMAVIX 250MG CAP FRX60,7896658020988,8129,3819
2024-05-01,DORMAVIX (A4H),DORMAVIX 250MG CAP FRX60,7896658020988,8902,4409
2024-09-01,DORMAVIX (A4H),DORMAVIX 250MG CAP FRX60,7896658020988,7366,3715
2024-04-01,DORMAVIX (A4H),DORMAVIX 250MG CAP FRX60,7896658020988,8808,4150
2024-06-01,DORMAVIX (A4H),DORMAVIX 250MG CAP FRX60,7896658020988,8404,4295
2024-10-01,DORMAVIX (A4H),DORMAVIX 250MG CAP FRX60,7896658020988,7153,2637
2024-03-01,DORMAVIX (A4H),DORMAVIX 250MG CAP FRX60,7896658020988,9181,4548
2024-12-01,DORMAVIX (A4H),DORMAVIX 250MG CAP FRX60,7896658020988,6223,2831
2024-11-01,DORMAVIX (A4H),DORMAVIX 250MG CAP FRX60,7896658020988,6559,2922
2024-01-01,DORMAVIX (A4H),DORMAVIX 250MG CAP FRX60,7896658020988,9138,4600
2024-02-01,DORMAVIX (A4H),DORMAVIX 250MG CAP FRX60,7896658020988,8846,4068
2024-08-01,NUBERON (A4H),NUBERON AD SUSOR FRVDX30ML+PIP,7896658029806,21886,558
2024-07-01,NUBERON (A4H),NUBERON AD SUSOR FRVDX30ML+PIP,7896658029806,21419,2
2024-05-01,NUBERON (A4H),NUBERON AD SUSOR FRVDX30ML+PIP,7896658029806,20547,0
2024-09-01,NUBERON (A4H),NUBERON AD SUSOR FRVDX30ML+PIP,7896658029806,20839,11
2024-04-01,NUBERON (A4H),NUBERON AD SUSOR FRVDX30ML+PIP,7896658029806,20830,0
2024-06-01,NUBERON (A4H),NUBERON AD SUSOR FRVDX30ML+PIP,7896658029806,19949,0
2024-10-01,NUBERON (A4H),NUBERON AD SUSOR FRVDX30ML+PIP,7896658029806,22004,0
2024-03-01,NUBERON (A4H),NUBERON AD SUSOR FRVDX30ML+PIP,7896658029806,19122,0
2024-12-01,NUBERON (A4H),NUBERON AD SUSOR FRVDX30ML+PIP,7896658029806,19334,0
2024-11-01,NUBERON (A4H),NUBERON AD SUSOR FRVDX30ML+PIP,7896658029806,19488,0
2024-02-01,NUBERON (A4H),NUBERON AD SUSOR FRVDX30ML+PIP,7896658029806,18471,0
2024-01-01,NUBERON (A4H),NUBERON AD SUSOR FRVDX30ML+PIP,7896658029806,18121,0
2024-08-01,OSTAMIR (A4H),OSTAMIR 35MG COMR BLX12,7896658038556,5792,4826
2024-07-01,OSTAMIR (A4H),OSTAMIR 35MG COMR BLX12,7896658038556,5374,4712
2024-05-01,OSTAMIR (A4H),OSTAMIR 35MG COMR BLX12,7896658038556,5252,4573
2024-06-01,OSTAMIR (A4H),OSTAMIR 35MG COMR BLX12,7896658038556,5908,5348
2024-10-01,OSTAMIR (A4H),OSTAMIR 35MG COMR BLX12,7896658038556,5616,4675
2024-03-01,OSTAMIR (A4H),OSTAMIR 35MG COMR BLX12,7896658038556,6098,5612
2024-12-01,OSTAMIR (A4H),OSTAMIR 35MG COMR BLX12,7896658038556,4681,4220
2024-11-01,OSTAMIR (A4H),OSTAMIR 35MG COMR BLX12,7896658038556,4696,4106
2024-02-01,OSTAMIR (A4H),OSTAMIR 35MG COMR BLX12,7896658038556,4886,4242
2024-01-01,OSTAMIR (A4H),OSTAMIR 35MG COMR BLX12,7896658038556,4828,4450
2024-09-01,OSTAMIR (A4H),OSTAMIR 35MG COMR BLX12,7896658038556,4926,4512
2024-04-01,OSTAMIR (A4H),OSTAMIR 35MG COMR BLX12,7896658038556,4852,4397
2024-05-01,LEVRION (A4H),LEVRION 80MG CAP BLX30,7896658029028,16091,0
2024-09-01,LEVRION (A4H),LEVRION 80MG CAP BLX30,7896658029028,13266,13
2024-04-01,LEVRION (A4H),LEVRION 80MG CAP BLX30,7896658029028,16475,0
2024-06-01,LEVRION (A4H),LEVRION 80MG CAP BLX30,7896658029028,15148,0
2024-10-01,LEVRION (A4H),LEVRION 80MG CAP BLX30,7896658029028,12626,0
2024-03-01,LEVRION (A4H),LEVRION 80MG CAP BLX30,7896658029028,16306,2
2024-12-01,LEVRION (A4H),LEVRION 80MG CAP BLX30,7896658029028,11643,951
2024-11-01,LEVRION (A4H),LEVRION 80MG CAP BLX30,7896658029028,11823,966
2024-02-01,LEVRION (A4H),LEVRION 80MG CAP BLX30,7896658029028,12818,32
2024-01-01,LEVRION (A4H),LEVRION 80MG CAP BLX30,7896658029028,12099,5201
2024-08-01,LEVRION (A4H),LEVRION 80MG CAP BLX30,7896658029028,15098,1139
2024-07-01,LEVRION (A4H),LEVRION 80MG CAP BLX30,7896658029028,15430,98
2024-08-01,PLUVANT (A4H),PLUVANT 50MG/ML SOLCAPI FRX50ML VALSPR,7896658038686,13426,4182
2024-07-01,PLUVANT (A4H),PLUVANT 50MG/ML SOLCAPI FRX50ML VALSPR,7896658038686,13842,4433
2024-05-01,PLUVANT (A4H),PLUVANT 50MG/ML SOLCAPI FRX50ML VALSPR,7896658038686,12077,4049
2024-09-01,PLUVANT (A4H),PLUVANT 50MG/ML SOLCAPI FRX50ML VALSPR,7896658038686,11271,3834
2024-04-01,PLUVANT (A4H),PLUVANT 50MG/ML SOLCAPI FRX50ML VALSPR,7896658038686,12085,4271
2024-06-01,PLUVANT (A4H),PLUVANT 50MG/ML SOLCAPI FRX50ML VALSPR,7896658038686,12449,4095
2024-10-01,PLUVANT (A4H),PLUVANT 50MG/ML SOLCAPI FRX50ML VALSPR,7896658038686,12887,3533
2024-03-01,PLUVANT (A4H),PLUVANT 50MG/ML SOLCAPI FRX50ML VALSPR,7896658038686,12085,3877
2024-12-01,PLUVANT (A4H),PLUVANT 50MG/ML SOLCAPI FRX50ML VALSPR,7896658038686,12601,2853
2024-11-01,PLUVANT (A4H),PLUVANT 50MG/ML SOLCAPI FRX50ML VALSPR,7896658038686,12696,2760
2024-02-01,PLUVANT (A4H),PLUVANT 50MG/ML SOLCAPI FRX50ML VALSPR,7896658038686,10472,3465
2024-01-01,PLUVANT (A4H),PLUVANT 50MG/ML SOLCAPI FRX50ML VALSPR,7896658038686,9888,3883
2024-08-01,GELVOR (A4H),GELVOR 20MG COMR BLX28,7896658034466,10714,650
2024-05-01,GELVOR (A4H),GELVOR 20MG COMR BLX28,7896658034466,11020,231
2024-09-01,GELVOR (A4H),GELVOR 20MG COMR BLX28,7896658034466,10137,6
2024-04-01,GELVOR (A4H),GELVOR 20MG COMR BLX28,7896658034466,10600,0
2024-06-01,GELVOR (A4H),GELVOR 20MG COMR BLX28,7896658034466,10656,211
2024-10-01,GELVOR (A4H),GELVOR 20MG COMR BLX28,7896658034466,10287,0
2024-03-01,GELVOR (A4H),GELVOR 20MG COMR BLX28,7896658034466,9281,0
2024-12-01,GELVOR (A4H),GELVOR 20MG COMR BLX28,7896658034466,9294,568
2024-11-01,GELVOR (A4H),GELVOR 20MG COMR BLX28,7896658034466,9799,590
2024-02-01,GELVOR (A4H),GELVOR 20MG COMR BLX28,7896658034466,10257,12
2024-01-01,GELVOR (A4H),GELVOR 20MG COMR BLX28,7896658034466,8903,66
2024-07-01,GELVOR (A4H),GELVOR 20MG COMR BLX28,7896658034466,11610,45
2024-08-01,OSTRYN (A4H),OSTRYN 150MG COMR BLAX1,7896658019036,12816,807
2024-05-01,OSTRYN (A4H),OSTRYN 150MG COMR BLAX1,7896658019036,11169,0
2024-09-01,OSTRYN (A4H),OSTRYN 150MG COMR BLAX1,7896658019036,12303,15
2024-04-01,OSTRYN (A4H),OSTRYN 150MG COMR BLAX1,7896658019036,10905,0
2024-06-01,OSTRYN (A4H),OSTRYN 150MG COMR BLAX1,7896658019036,11260,1489
2024-10-01,OSTRYN (A4H),OSTRYN 150MG COMR BLAX1,7896658019036,12853,1601
2024-03-01,OSTRYN (A4H),OSTRYN 150MG COMR BLAX1,7896658019036,11594,0
2024-12-01,OSTRYN (A4H),OSTRYN 150MG COMR BLAX1,7896658019036,10801,4
2024-11-01,OSTRYN (A4H),OSTRYN 150MG COMR BLAX1,7896658019036,10843,4
2024-02-01,OSTRYN (A4H),OSTRYN 150MG COMR BLAX1,7896658019036,9598,0
2024-01-01,OSTRYN (A4H),OSTRYN 150MG COMR BLAX1,7896658019036,9318,17
2024-07-01,OSTRYN (A4H),OSTRYN 150MG COMR BLAX1,7896658019036,11608,49
2024-07-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX20 (A2),7896658016844,9827,11
2024-05-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX20 (A2),7896658016844,4749,0
2024-04-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX20 (A2),7896658016844,4927,0
2024-06-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX20 (A2),7896658016844,4005,0
2024-10-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX20 (A2),7896658016844,13976,3002
2024-12-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX20 (A2),7896658016844,10869,3014
2024-02-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX20 (A2),7896658016844,2935,0
2024-08-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX20 (A2),7896658016844,9264,1209
2024-09-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX20 (A2),7896658016844,10129,1724
2024-11-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX20 (A2),7896658016844,11881,2833
2024-03-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX20 (A2),7896658016844,3427,0
2024-01-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX20 (A2),7896658016844,1498,0
2024-07-01,NAUSKOR (A4H),NAUSKOR 8MG COMR BLX10 CL,7896658034237,3862,11
2024-05-01,NAUSKOR (A4H),NAUSKOR 8MG COMR BLX10 CL,7896658034237,3837,33
2024-04-01,NAUSKOR (A4H),NAUSKOR 8MG COMR BLX10 CL,7896658034237,4415,0
2024-10-01,NAUSKOR (A4H),NAUSKOR 8MG COMR BLX10 CL,7896658034237,3079,0
2024-03-01,NAUSKOR (A4H),NAUSKOR 8MG COMR BLX10 CL,7896658034237,4986,0
2024-02-01,NAUSKOR (A4H),NAUSKOR 8MG COMR BLX10 CL,7896658034237,4460,0
2024-09-01,NAUSKOR (A4H),NAUSKOR 8MG COMR BLX10 CL,7896658034237,3323,1
2024-12-01,NAUSKOR (A4H),NAUSKOR 8MG COMR BLX10 CL,7896658034237,2837,0
2024-08-01,NAUSKOR (A4H),NAUSKOR 8MG COMR BLX10 CL,7896658034237,3854,127
2024-06-01,NAUSKOR (A4H),NAUSKOR 8MG COMR BLX10 CL,7896658034237,3625,35
2024-01-01,NAUSKOR (A4H),NAUSKOR 8MG COMR BLX10 CL,7896658034237,4359,6
2024-11-01,NAUSKOR (A4H),NAUSKOR 8MG COMR BLX10 CL,7896658034237,2806,0
2024-08-01,TRAMOXIL (A4H),TRAMOXIL SOL 100MG SOLOR FRX100ML (C1),7896658029394,21966,1039
2024-07-01,TRAMOXIL (A4H),TRAMOXIL SOL 100MG SOLOR FRX100ML (C1),7896658029394,23306,41
2024-05-01,TRAMOXIL (A4H),TRAMOXIL SOL 100MG SOLOR FRX100ML (C1),7896658029394,24442,0
2024-09-01,TRAMOXIL (A4H),TRAMOXIL SOL 100MG SOLOR FRX100ML (C1),7896658029394,19384,4
2024-04-01,TRAMOXIL (A4H),TRAMOXIL SOL 100MG SOLOR FRX100ML (C1),7896658029394,23243,0
2024-06-01,TRAMOXIL (A4H),TRAMOXIL SOL 100MG SOLOR FRX100ML (C1),7896658029394,21648,0
2024-10-01,TRAMOXIL (A4H),TRAMOXIL SOL 100MG SOLOR FRX100ML (C1),7896658029394,21043,0
2024-03-01,TRAMOXIL (A4H),TRAMOXIL SOL 100MG SOLOR FRX100ML (C1),7896658029394,23305,0
2024-11-01,TRAMOXIL (A4H),TRAMOXIL SOL 100MG SOLOR FRX100ML (C1),7896658029394,21271,873
2024-02-01,TRAMOXIL (A4H),TRAMOXIL SOL 100MG SOLOR FRX100ML (C1),7896658029394,22906,0
2024-01-01,TRAMOXIL (A4H),TRAMOXIL SOL 100MG SOLOR FRX100ML (C1),7896658029394,22110,4
2024-12-01,TRAMOXIL (A4H),TRAMOXIL SOL 100MG SOLOR FRX100ML (C1),7896658029394,20661,884
2024-08-01,UNZERA (A4H),UNZERA 2.5MG CAP BLX30,7896658027055,3598,1592
2024-07-01,UNZERA (A4H),UNZERA 2.5MG CAP BLX30,7896658027055,3639,1672
2024-05-01,UNZERA (A4H),UNZERA 2.5MG CAP BLX30,7896658027055,3476,1635
2024-04-01,UNZERA (A4H),UNZERA 2.5MG CAP BLX30,7896658027055,3744,1775
2024-06-01,UNZERA (A4H),UNZERA 2.5MG CAP BLX30,7896658027055,3534,1664
2024-02-01,UNZERA (A4H),UNZERA 2.5MG CAP BLX30,7896658027055,3364,1606
2024-01-01,UNZERA (A4H),UNZERA 2.5MG CAP BLX30,7896658027055,3306,1671
2024-09-01,UNZERA (A4H),UNZERA 2.5MG CAP BLX30,7896658027055,3225,1605
2024-03-01,UNZERA (A4H),UNZERA 2.5MG CAP BLX30,7896658027055,3836,1900
2024-12-01,UNZERA (A4H),UNZERA 2.5MG CAP BLX30,7896658027055,2629,1368
2024-11-01,UNZERA (A4H),UNZERA 2.5MG CAP BLX30,7896658027055,2866,1428
2024-10-01,UNZERA (A4H),UNZERA 2.5MG CAP BLX30,7896658027055,3320,1610
2024-08-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX30 (A2),7896658034985,12754,2850
2024-07-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX30 (A2),7896658034985,13106,30
2024-05-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX30 (A2),7896658034985,11150,0
2024-09-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX30 (A2),7896658034985,13165,3471
2024-06-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX30 (A2),7896658034985,11602,0
2024-10-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX30 (A2),7896658034985,16675,6004
2024-12-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX30 (A2),7896658034985,15666,6311
2024-11-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX30 (A2),7896658034985,15245,5758
2024-02-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX30 (A2),7896658034985,6487,0
2024-03-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX30 (A2),7896658034985,9678,0
2024-01-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX30 (A2),7896658034985,1046,0
2024-04-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX30 (A2),7896658034985,10219,0
2024-08-01,ARTRINAX (A4H),ARTRINAX CAP FRX30,7896658004858,11967,924
2024-07-01,ARTRINAX (A4H),ARTRINAX CAP FRX30,7896658004858,11999,170
2024-05-01,ARTRINAX (A4H),ARTRINAX CAP FRX30,7896658004858,13158,1489
2024-09-01,ARTRINAX (A4H),ARTRINAX CAP FRX30,7896658004858,13717,4054
2024-06-01,ARTRINAX (A4H),ARTRINAX CAP FRX30,7896658004858,13732,3600
2024-10-01,ARTRINAX (A4H),ARTRINAX CAP FRX30,7896658004858,12104,53
2024-03-01,ARTRINAX (A4H),ARTRINAX CAP FRX30,7896658004858,12172,1159
2024-12-01,ARTRINAX (A4H),ARTRINAX CAP FRX30,7896658004858,10928,0
2024-11-01,ARTRINAX (A4H),ARTRINAX CAP FRX30,7896658004858,10929,17
2024-02-01,ARTRINAX (A4H),ARTRINAX CAP FRX30,7896658004858,14009,7426
2024-01-01,ARTRINAX (A4H),ARTRINAX CAP FRX30,7896658004858,14925,8572
2024-04-01,ARTRINAX (A4H),ARTRINAX CAP FRX30,7896658004858,11830,28
2024-08-01,TRAMOXIL (A4H),TRAMOXIL 500MG COMR BLX30 (C1),7896658029318,13720,524
2024-07-01,TRAMOXIL (A4H),TRAMOXIL 500MG COMR BLX30 (C1),7896658029318,15079,37
2024-09-01,TRAMOXIL (A4H),TRAMOXIL 500MG COMR BLX30 (C1),7896658029318,12914,12
2024-04-01,TRAMOXIL (A4H),TRAMOXIL 500MG COMR BLX30 (C1),7896658029318,16790,3940
2024-06-01,TRAMOXIL (A4H),TRAMOXIL 500MG COMR BLX30 (C1),7896658029318,14034,7
2024-10-01,TRAMOXIL (A4H),TRAMOXIL 500MG COMR BLX30 (C1),7896658029318,12277,0
2024-03-01,TRAMOXIL (A4H),TRAMOXIL 500MG COMR BLX30 (C1),7896658029318,16774,1658
2024-12-01,TRAMOXIL (A4H),TRAMOXIL 500MG COMR BLX30 (C1),7896658029318,10757,314
2024-11-01,TRAMOXIL (A4H),TRAMOXIL 500MG COMR BLX30 (C1),7896658029318,10911,298
2024-02-01,TRAMOXIL (A4H),TRAMOXIL 500MG COMR BLX30 (C1),7896658029318,18336,0
2024-01-01,TRAMOXIL (A4H),TRAMOXIL 500MG COMR BLX30 (C1),7896658029318,17198,4
2024-05-01,TRAMOXIL (A4H),TRAMOXIL 500MG COMR BLX30 (C1),7896658029318,15473,21
2024-08-01,GROMAL (A4H),GROMAL 4MG GRAN 60SACX350MG,7896658030260,4012,250
2024-05-01,GROMAL (A4H),GROMAL 4MG GRAN 60SACX350MG,7896658030260,4353,0
2024-10-01,GROMAL (A4H),GROMAL 4MG GRAN 60SACX350MG,7896658030260,3500,0
2024-03-01,GROMAL (A4H),GROMAL 4MG GRAN 60SACX350MG,7896658030260,2541,0
2024-07-01,GROMAL (A4H),GROMAL 4MG GRAN 60SACX350MG,7896658030260,4482,4
2024-09-01,GROMAL (A4H),GROMAL 4MG GRAN 60SACX350MG,7896658030260,3609,4
2024-04-01,GROMAL (A4H),GROMAL 4MG GRAN 60SACX350MG,7896658030260,3872,0
2024-06-01,GROMAL (A4H),GROMAL 4MG GRAN 60SACX350MG,7896658030260,4680,0
2024-12-01,GROMAL (A4H),GROMAL 4MG GRAN 60SACX350MG,7896658030260,2301,0
2024-11-01,GROMAL (A4H),GROMAL 4MG GRAN 60SACX350MG,7896658030260,2808,0
2024-02-01,GROMAL (A4H),GROMAL 4MG GRAN 60SACX350MG,7896658030260,1552,0
2024-01-01,GROMAL (A4H),GROMAL 4MG GRAN 60SACX350MG,7896658030260,400,0
2024-08-01,TORVEX (A4H),TORVEX RETARD 100MG COMR BLX10 CL A2,7896181929178,15517,1383
2024-05-01,TORVEX (A4H),TORVEX RETARD 100MG COMR BLX10 CL A2,7896181929178,15192,428
2024-09-01,TORVEX (A4H),TORVEX RETARD 100MG COMR BLX10 CL A2,7896181929178,13302,595
2024-04-01,TORVEX (A4H),TORVEX RETARD 100MG COMR BLX10 CL A2,7896181929178,14409,311
2024-06-01,TORVEX (A4H),TORVEX RETARD 100MG COMR BLX10 CL A2,7896181929178,14169,508
2024-03-01,TORVEX (A4H),TORVEX RETARD 100MG COMR BLX10 CL A2,7896181929178,15343,478
2024-12-01,TORVEX (A4H),TORVEX RETARD 100MG COMR BLX10 CL A2,7896181929178,12315,550
2024-11-01,TORVEX (A4H),TORVEX RETARD 100MG COMR BLX10 CL A2,7896181929178,12068,493
2024-02-01,TORVEX (A4H),TORVEX RETARD 100MG COMR BLX10 CL A2,7896181929178,15133,406
2024-07-01,TORVEX (A4H),TORVEX RETARD 100MG COMR BLX10 CL A2,7896181929178,14298,743
2024-10-01,TORVEX (A4H),TORVEX RETARD 100MG COMR BLX10 CL A2,7896181929178,14389,586
2024-01-01,TORVEX (A4H),TORVEX RETARD 100MG COMR BLX10 CL A2,7896181929178,16288,287
2024-08-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX10 (A2),7896658016837,9001,459
2024-07-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX10 (A2),7896658016837,9465,5
2024-05-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX10 (A2),7896658016837,3396,0
2024-09-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX10 (A2),7896658016837,9794,638
2024-10-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX10 (A2),7896658016837,15157,1190
2024-12-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX10 (A2),7896658016837,10598,1325
2024-11-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX10 (A2),7896658016837,11673,1193
2024-03-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX10 (A2),7896658016837,3680,0
2024-04-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX10 (A2),7896658016837,3021,0
2024-02-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX10 (A2),7896658016837,3329,0
2024-01-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX10 (A2),7896658016837,1751,0
2024-06-01,REVOTRAM (A4H),REVOTRAM 37.5/325MG COMR BLX10 (A2),7896658016837,3651,0
2024-01-01,YUNELIS (A4H),YUNELIS 30 3+0.03MG COMR BLX21,7896658048227,25,0
2024-02-01,YUNELIS (A4H),YUNELIS 20 3+0.02MG COMR BLX24,7896658048203,43,0
2024-03-01,SUNZOR (A4H),SUNZOR CAL 2.000 UI COMR BLX30,7896658048654,19,0
2024-01-01,ZELFIR (A4H),ZELFIR SPRAY 2.5MG/0.1ML FRSPRX12ML B1,7896658048173,1,0
